,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.47,14.9,0,55.0,1.59,14.6,61.5,7,57.1,6,66.7,1.27,15.5,42.9,3,33.3,4,50.0
PNR Screener,1.04,2.0,0,50.0,1.0,2.1,50.0,2,50.0,0,N/A,1.14,1.7,N/A,0,N/A,0,N/A
DHO Ball Handler,0.78,6.2,0,33.3,0.4,5.3,20.0,3,33.3,2,0.0,1.25,7.8,50.0,2,50.0,2,50.0
DHO Screener,0.57,4.8,1,33.3,1.0,2.1,50.0,2,50.0,0,N/A,0.4,9.8,25.0,2,50.0,2,0.0
DBL Ball Handler,1.5,1.4,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,3.9,50.0,1,0.0,1,100.0
DBL Screener,0.0,0.7,0,0.0,0.0,1.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.71,19.3,3,34.8,0.72,16.0,30.8,13,30.8,0,N/A,0.69,25.5,40.0,3,100.0,7,14.3
TRANSITION,1.61,18.3,0,64.0,1.63,13.6,66.7,7,71.4,5,60.0,1.59,27.2,61.5,6,66.7,7,57.1
Attacking Closeouts,1.72,6.8,1,75.0,1.52,8.3,66.7,2,100.0,4,50.0,2.5,3.9,100.0,1,100.0,1,100.0
Catch & Shoot,1.29,14.4,0,42.9,1.29,22.1,42.9,0,N/A,21,42.9,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.4,3.4,0,20.0,0.5,4.2,25.0,1,100.0,3,0.0,0.0,2.0,0.0,0,N/A,1,0.0
Cutting,1.78,5.4,0,85.7,1.6,7.2,83.3,6,83.3,0,N/A,3.0,2.0,100.0,0,N/A,1,100.0
Off. Rebounds,1.89,3.3,0,100.0,1.6,4.0,100.0,2,100.0,0,N/A,3.0,2.0,100.0,0,N/A,1,100.0
TOTAL,1.23,146,3.4,50.8,1.24,65.1,50.6,46,56.5,41,43.9,1.22,34.9,51.1,18,61.1,27,44.4
