,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.83,27.2,1,35.1,0.69,19.5,29.4,12,41.7,5,0.0,0.94,40.6,40.0,13,46.2,7,28.6
PNR Screener,1.21,9.3,0,45.5,1.3,13.6,50.0,10,50.0,0,N/A,0.0,1.8,0.0,0,N/A,1,0.0
DHO Ball Handler,1.0,2.0,0,33.3,0.0,2.1,0.0,2,0.0,0,N/A,3.0,1.8,100.0,0,N/A,1,100.0
DHO Screener,0.0,1.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,3.6,0.0,2,0.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.06,16.3,3,47.4,1.02,14.3,36.4,8,25.0,3,66.7,1.1,19.8,62.5,4,100.0,4,25.0
TRANSITION,1.19,20.6,3,47.6,1.14,18.2,50.0,10,60.0,2,0.0,1.26,24.6,44.4,5,60.0,4,25.0
Attacking Closeouts,1.29,4.6,0,57.1,1.4,5.2,60.0,4,50.0,1,100.0,1.0,3.6,50.0,2,50.0,0,N/A
Catch & Shoot,1.0,11.9,0,33.3,0.88,17.7,29.4,0,N/A,17,29.4,3.0,1.8,100.0,0,N/A,1,100.0
Off Ball Screens,2.0,0.7,0,100.0,2.0,1.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.6,4.6,0,83.3,1.53,6.1,80.0,5,80.0,0,N/A,2.0,1.8,100.0,1,100.0,0,N/A
Off. Rebounds,1.33,2.0,1,100.0,2.0,2.1,100.0,2,100.0,0,N/A,0.0,1.8,N/A,0,N/A,0,N/A
TOTAL,1.06,151,5.3,44.1,1.05,63.6,42.7,54,50.0,28,28.6,1.08,36.4,46.7,27,55.6,18,33.3
