,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.13,27.9,3,54.8,1.26,20.7,61.1,16,62.5,2,50.0,1.0,45.2,46.2,10,50.0,3,33.3
PNR Screener,1.0,8.1,1,33.3,1.0,11.4,33.3,6,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,0.7,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.5,0.0,1,0.0,0,N/A
DHO Screener,0.0,0.7,0,0.0,0.0,1.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.06,1.4,0,0.0,0.0,1.0,0.0,1,0.0,0,N/A,2.27,2.2,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.91,22.6,1,39.3,0.78,20.1,35.3,17,35.3,0,N/A,1.14,28.6,45.5,4,75.0,7,28.6
TRANSITION,1.32,8.4,0,42.9,1.18,8.0,40.0,5,40.0,0,N/A,1.6,9.4,50.0,2,50.0,0,N/A
Attacking Closeouts,1.22,8.4,1,60.0,1.3,8.8,71.4,7,71.4,0,N/A,1.0,7.5,33.3,0,N/A,3,33.3
Catch & Shoot,1.24,12.5,0,41.2,1.24,17.7,41.2,0,N/A,17,41.2,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,1.5,0,0.0,0.0,2.1,0.0,1,0.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.87,4.3,0,80.0,1.64,5.1,75.0,4,75.0,0,N/A,3.0,2.5,100.0,0,N/A,1,100.0
Off. Rebounds,0.8,3.7,0,40.0,1.0,4.2,50.0,4,50.0,0,N/A,0.0,2.5,0.0,0,N/A,1,0.0
TOTAL,1.09,136,4.4,45.6,1.08,70.6,46.3,62,48.4,20,40.0,1.12,29.4,43.8,17,52.9,15,33.3
