,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.89,12.7,0,28.6,0.0,9.1,0.0,3,0.0,1,0.0,1.8,21.6,66.7,1,100.0,2,50.0
PNR Screener,2.0,4.8,0,66.7,2.0,6.8,66.7,0,N/A,3,66.7,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.22,19.9,0,54.5,1.0,4.5,50.0,1,100.0,1,0.0,1.26,57.3,55.6,7,57.1,2,50.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.33,4.8,0,66.7,1.0,4.5,50.0,2,50.0,0,N/A,2.0,5.6,100.0,1,100.0,0,N/A
Attacking Closeouts,0.86,15.0,1,42.9,0.63,14.4,25.0,3,33.3,1,0.0,1.33,16.7,66.7,2,100.0,1,0.0
Catch & Shoot,0.3,32.3,0,10.0,0.3,45.5,10.0,0,N/A,20,10.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.81,12.0,0,28.6,0.81,16.9,28.6,1,100.0,6,16.7,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.83,62,1.6,32.8,0.58,71.0,21.4,10,40.0,32,15.6,1.43,29.0,62.5,11,72.7,5,40.0
