,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
MURRAY,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
BRYANT,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
NNAJI,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,0.0,5.3%,0,0.0%,0.0,7.1%,0.0%,1,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISO,0.67,31.6%,1,40.0%,0.0,21.4%,0.0%,2,0.0%,1,0.0%,1.33,60.0%,100.0%,2,100.0%,0,N/A
Transition,2.0,5.3%,0,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A,2.0,20.0%,100.0%,1,100.0%,0,N/A
Attacking Closeouts,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,10.5%,0,50.0%,1.5,14.3%,50.0%,0,N/A,2,50.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,2.27,4.6%,0,N/A,2.27,6.3%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,2.04,30.9%,0,100.0%,2.05,34.9%,100.0%,4,100.0%,0,N/A,2.0,20.0%,100.0%,1,100.0%,0,N/A
Off. Rebounds,1.74,15.2%,0,100.0%,1.74,20.6%,100.0%,2,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,0.0,5.3%,0,0.0%,0.0,100.0%,0.0%,1,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.43,19,5.3%,68.8%,1.37,73.7%,58.3%,9,66.7%,3,33.3%,1.6,26.3%,100.0%,4,100.0%,0,nan%
