,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.0,3.8,0,100.0,2.0,5.9,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,2.5,7.7,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.5,22.2,100.0,1,100.0,1,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,0.0,3.8,0,0.0,0.0,5.9,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.44,26.5,1,20.0,0.44,40.5,20.0,4,25.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.5,23.1,0,66.7,1.33,17.6,66.7,3,66.7,0,N/A,1.67,33.3,66.7,2,50.0,1,100.0
Attacking Closeouts,2.0,3.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,11.1,100.0,1,100.0,0,N/A
Catch & Shoot,0.0,11.5,0,0.0,0.0,11.8,0.0,0,N/A,2,0.0,0.0,11.1,0.0,0,N/A,1,0.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,7.7,0,50.0,1.0,11.8,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,15.4,0,50.0,1.0,11.8,50.0,2,50.0,0,N/A,1.0,22.2,50.0,1,100.0,1,0.0
TOTAL,1.0,26,3.8,48.0,0.73,65.4,37.5,13,46.2,3,0.0,1.56,34.6,66.7,5,80.0,4,50.0
