,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.13,9.4,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.13,23.5,100.0,0,N/A,1,100.0
PNR Screener,1.0,10.0,0,50.0,1.0,16.7,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.87,28.8,0,50.0,0.87,48.0,50.0,4,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,0.37,27.2,1,25.0,0.0,8.3,0.0,1,0.0,0,N/A,0.45,55.5,33.3,2,50.0,1,0.0
Attacking Closeouts,3.0,5.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,12.5,100.0,0,N/A,1,100.0
Catch & Shoot,0.0,5.0,0,0.0,0.0,8.3,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,10.0,0,100.0,2.0,16.7,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,10.0,0,50.0,2.0,8.3,100.0,1,100.0,0,N/A,0.0,12.5,0.0,0,N/A,1,0.0
TOTAL,1.04,20,5.0,52.9,1.02,60.0,54.5,10,60.0,1,0.0,1.08,40.0,50.0,2,50.0,4,50.0
