,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.6,12.2,4,36.4,0.2,11.1,14.3,4,25.0,3,0.0,1.4,15.2,75.0,2,100.0,2,50.0
PNR Screener,1.14,6.4,0,42.9,1.33,3.3,66.7,2,100.0,1,0.0,1.02,14.8,25.0,0,N/A,4,25.0
DHO Ball Handler,0.0,0.8,0,0.0,0.0,1.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,0.8,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,3.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.87,26.1,4,44.0,0.81,30.1,38.1,14,57.1,7,0.0,1.2,15.2,75.0,4,75.0,0,N/A
TRANSITION,1.01,13.6,3,50.0,1.1,12.1,62.5,6,83.3,2,0.0,0.85,17.8,25.0,0,N/A,4,25.0
Attacking Closeouts,0.78,10.5,2,30.0,0.58,7.6,25.0,4,25.0,0,N/A,1.0,18.2,33.3,0,N/A,6,33.3
Catch & Shoot,1.04,18.7,0,34.8,1.04,25.6,34.8,0,N/A,23,34.8,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.5,1.6,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,6.1,50.0,0,N/A,2,50.0
Cutting,1.0,6.5,0,50.0,1.14,7.8,57.1,7,57.1,0,N/A,0.0,3.0,0.0,1,0.0,0,N/A
Off. Rebounds,1.8,4.1,0,80.0,1.0,2.2,50.0,2,50.0,0,N/A,2.33,9.1,100.0,2,100.0,1,100.0
TOTAL,0.94,123,11.4,42.3,0.86,73.2,39.5,39,56.4,37,21.6,1.16,26.8,50.0,9,77.8,19,36.8
