,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.26,14.1,2,60.0,0.95,11.2,50.0,8,50.0,0,N/A,1.62,20.0,71.4,3,66.7,4,75.0
PNR Screener,2.0,4.8,0,83.3,2.25,4.8,100.0,3,100.0,1,100.0,1.5,5.0,50.0,0,N/A,2,50.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.42,20.4,2,63.6,1.3,20.1,60.0,11,63.6,4,50.0,1.66,21.1,71.4,1,100.0,6,66.7
TRANSITION,1.02,12.7,2,50.0,1.02,8.2,50.0,6,50.0,0,N/A,1.01,22.2,50.0,3,66.7,3,33.3
Attacking Closeouts,1.12,16.5,0,41.2,1.33,16.1,50.0,7,42.9,3,66.7,0.71,17.5,28.6,2,50.0,5,20.0
Catch & Shoot,1.16,23.6,1,40.7,1.2,33.7,40.7,1,100.0,26,38.5,0.0,2.5,N/A,0,N/A,0,N/A
Off Ball Screens,0.53,1.5,0,0.0,0.0,1.2,0.0,1,0.0,0,N/A,1.14,2.2,N/A,0,N/A,0,N/A
Cutting,1.39,2.3,0,50.0,2.13,2.2,100.0,1,100.0,0,N/A,0.0,2.5,0.0,0,N/A,1,0.0
Off. Rebounds,1.87,4.7,0,80.0,1.33,3.6,66.7,3,66.7,0,N/A,2.43,7.2,100.0,1,100.0,1,100.0
TOTAL,1.27,124,5.6,53.3,1.26,67.7,52.0,41,58.5,34,44.1,1.3,32.3,56.2,10,70.0,22,50.0
