,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.56,12.7,0,68.8,1.37,8.2,66.7,6,66.7,0,N/A,1.7,21.3,70.0,4,100.0,6,50.0
PNR Screener,0.83,4.4,0,33.3,1.25,4.5,50.0,1,100.0,3,33.3,0.0,4.3,0.0,1,0.0,1,0.0
DHO Ball Handler,1.1,7.4,0,40.0,1.6,5.6,60.0,3,33.3,2,100.0,0.6,10.6,20.0,3,0.0,2,50.0
DHO Screener,1.57,5.1,1,66.7,1.5,2.2,50.0,1,0.0,1,100.0,1.6,10.6,75.0,2,50.0,2,100.0
DBL Ball Handler,0.0,1.5,0,0.0,0.0,1.1,0.0,0,N/A,1,0.0,0.0,2.1,0.0,1,0.0,0,N/A
DBL Screener,0.0,0.7,0,0.0,0.0,1.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,27.2,5,46.4,0.95,27.2,44.4,15,40.0,3,66.7,1.1,27.1,50.0,4,75.0,6,33.3
TRANSITION,1.23,10.8,2,60.0,1.16,8.7,60.0,5,60.0,0,N/A,1.31,14.6,60.0,2,100.0,3,33.3
Attacking Closeouts,0.6,3.7,0,20.0,0.0,4.5,0.0,4,0.0,0,N/A,3.0,2.1,100.0,0,N/A,1,100.0
Catch & Shoot,1.37,14.0,0,47.4,1.33,20.2,44.4,0,N/A,18,44.4,2.0,2.1,100.0,1,100.0,0,N/A
Off Ball Screens,2.0,1.5,0,100.0,2.0,1.1,100.0,1,100.0,0,N/A,2.0,2.1,100.0,1,100.0,0,N/A
Cutting,1.61,10.0,0,81.8,1.5,14.2,80.0,10,80.0,0,N/A,3.0,2.1,100.0,0,N/A,1,100.0
Off. Rebounds,1.39,2.1,0,50.0,2.13,2.1,100.0,1,100.0,0,N/A,0.0,2.1,0.0,0,N/A,1,0.0
TOTAL,1.22,136,5.9,52.5,1.19,65.4,51.3,48,52.1,28,50.0,1.28,34.6,54.8,19,63.2,23,47.8
