,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.14,28.0,1,66.7,1.5,25.0,75.0,4,75.0,0,N/A,0.67,33.3,50.0,2,50.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,4.0,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,11.1,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.41,19.5,1,0.0,0.0,18.8,0.0,1,0.0,1,0.0,1.06,20.9,0.0,1,0.0,0,N/A
TRANSITION,1.64,29.3,1,80.0,2.25,27.7,100.0,2,100.0,2,100.0,0.69,32.0,0.0,0,N/A,1,0.0
Attacking Closeouts,1.5,8.0,1,100.0,3.0,6.2,100.0,0,N/A,1,100.0,0.0,11.1,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,16.0,0,100.0,3.0,25.0,100.0,0,N/A,4,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.41,25,16.0,65.0,1.89,64.0,80.0,7,71.4,8,87.5,0.61,36.0,20.0,3,33.3,2,0.0
