Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,6,2,0,0,3,1,9,7,13,0,2,5,4
shoot2FGM,4,1,0,0,1,1,5,4,7,0,1,4,4
shoot2FTA,4,2,0,0,0,0,6,7,9,0,0,0,1
shoot2FTM,3,1,0,0,0,0,5,5,7,0,0,0,1
shoot2TO,3,0,0,0,0,0,1,1,1,0,0,0,0
shoot3FGA,5,0,1,0,0,0,1,2,0,17,1,0,0
shoot3FGM,2,0,0,0,0,0,1,2,0,4,1,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,1,1,0,0,0,0
pass2FGA,6,0,0,0,1,0,9,4,0,0,1,2,0
pass2FGM,4,0,0,0,1,0,6,3,0,0,0,0,0
pass2FTA,2,0,0,0,0,0,5,4,2,0,0,0,0
pass2FTM,1,0,0,0,0,0,3,4,2,0,0,0,0
pass2TO,0,0,0,0,0,0,0,2,0,0,0,0,0
pass3FGA,4,1,0,1,0,0,8,4,2,1,0,0,0
pass3FGM,2,1,0,0,0,0,1,3,0,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,1,0,1,0,0,0,1
