,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,3.8,1,0.0,0.0,4.4,0.0,2,0.0,0,N/A,0.0,3.3,0.0,1,0.0,0,N/A
PNR Screener,0.67,2.9,0,33.3,1.0,4.4,50.0,1,100.0,1,0.0,0.0,1.7,0.0,0,N/A,1,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.32,15.1,0,46.7,1.06,4.2,0.0,1,0.0,0,N/A,1.36,23.3,50.0,5,40.0,9,55.6
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,3.0,1.0,0,100.0,3.0,2.2,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.12,44.1,7,55.9,1.29,49.8,58.8,16,56.2,1,100.0,0.96,39.8,52.9,9,66.7,8,37.5
TRANSITION,1.12,17.0,0,47.1,2.0,4.4,100.0,2,100.0,0,N/A,1.01,26.5,40.0,8,50.0,7,28.6
Attacking Closeouts,3.0,1.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,1.7,100.0,0,N/A,1,100.0
Catch & Shoot,1.5,1.9,0,50.0,1.5,4.4,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.2,4.8,1,75.0,1.33,6.7,66.7,3,66.7,0,N/A,1.0,3.3,100.0,1,100.0,0,N/A
Cutting,0.0,1.0,0,0.0,0.0,2.2,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.46,8.5,0,62.5,1.27,17.5,57.1,7,57.1,0,N/A,3.0,1.7,100.0,0,N/A,1,100.0
TOTAL,1.16,105,8.6,51.7,1.26,42.9,55.3,33,54.5,5,60.0,1.09,57.1,49.0,24,54.2,27,44.4
