,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.18,10.8,3,50.0,1.33,12.4,52.2,13,53.8,10,50.0,0.8,8.2,42.9,3,33.3,4,50.0
PNR Screener,0.4,1.6,1,25.0,0.67,1.5,33.3,2,50.0,1,0.0,0.0,1.6,0.0,0,N/A,1,0.0
DHO Ball Handler,1.05,7.1,1,38.1,1.19,8.0,43.8,7,28.6,9,55.6,0.73,5.6,20.0,2,0.0,3,33.3
DHO Screener,1.06,6.2,0,36.8,0.69,1.4,0.0,2,0.0,0,N/A,1.12,13.9,41.2,8,25.0,9,55.6
DBL Ball Handler,2.66,0.6,0,100.0,2.27,0.4,N/A,0,N/A,0,N/A,3.0,0.8,100.0,0,N/A,1,100.0
DBL Screener,3.0,0.3,0,100.0,3.0,0.5,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.13,23.3,7,53.2,1.26,18.2,58.1,27,59.3,4,50.0,1.01,31.8,48.4,16,62.5,15,33.3
TRANSITION,1.24,23.8,6,58.7,1.37,19.4,62.5,25,68.0,7,42.9,1.11,31.0,54.8,15,73.3,16,37.5
Attacking Closeouts,0.7,4.0,2,30.0,0.51,5.9,22.2,8,25.0,1,0.0,3.0,0.8,100.0,0,N/A,1,100.0
Catch & Shoot,1.09,10.6,0,38.2,1.12,16.5,39.4,2,100.0,31,35.5,0.0,0.8,0.0,0,N/A,1,0.0
Off Ball Screens,1.33,2.8,1,62.5,1.43,3.5,57.1,3,66.7,4,50.0,1.0,1.6,100.0,1,100.0,0,N/A
Cutting,0.83,3.7,1,45.5,1.0,5.0,55.6,9,55.6,0,N/A,0.0,1.6,0.0,1,0.0,1,0.0
Off. Rebounds,1.25,5.5,0,53.3,1.09,7.3,50.0,12,50.0,0,N/A,2.0,2.5,66.7,1,0.0,2,100.0
TOTAL,1.13,322,6.8,49.1,1.19,62.1,50.0,110,54.5,68,42.6,1.04,37.9,47.5,47,53.2,54,42.6
