,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.0,5.6,1,0.0,0.0,4.5,0.0,1,0.0,0,N/A,0.0,7.1,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,8.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,21.4,0.0,3,0.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.33,16.7,0,66.7,0.67,13.6,33.3,2,50.0,1,0.0,2.0,21.4,100.0,3,100.0,0,N/A
TRANSITION,1.09,38.2,3,66.7,1.14,39.8,66.7,6,66.7,0,N/A,1.0,35.7,66.7,1,100.0,2,50.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,8.3,0,0.0,0.0,13.6,0.0,0,N/A,3,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.33,8.3,0,66.7,1.33,13.6,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.56,16.0,0,75.0,1.6,17.1,100.0,2,100.0,0,N/A,1.5,14.3,50.0,1,0.0,1,100.0
TOTAL,0.99,36,11.1,51.7,0.98,61.1,50.0,14,64.3,4,0.0,1.0,38.9,54.5,8,50.0,3,66.7
