,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.26,10.1,2,53.8,1.29,10.7,50.0,5,60.0,5,40.0,1.2,9.1,66.7,1,0.0,2,100.0
PNR Screener,0.0,0.6,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.8,0.0,0,N/A,1,0.0
DHO Ball Handler,1.01,9.5,1,38.5,1.0,9.8,40.0,5,40.0,5,40.0,1.02,8.9,33.3,1,0.0,2,50.0
DHO Screener,1.01,7.6,0,36.4,1.06,1.8,0.0,1,0.0,0,N/A,1.0,18.2,40.0,5,40.0,5,40.0
DBL Ball Handler,2.66,1.2,0,100.0,2.27,0.9,N/A,0,N/A,0,N/A,3.0,1.8,100.0,0,N/A,1,100.0
DBL Screener,3.0,0.6,0,100.0,3.0,1.0,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.47,20.8,1,65.5,1.33,18.4,58.8,14,57.1,3,66.7,1.66,25.2,75.0,7,85.7,5,60.0
TRANSITION,1.27,21.6,2,64.3,1.35,18.8,68.8,15,66.7,1,100.0,1.15,26.8,58.3,7,85.7,5,20.0
Attacking Closeouts,0.78,5.7,0,33.3,0.5,7.8,25.0,7,28.6,1,0.0,3.0,1.8,100.0,0,N/A,1,100.0
Catch & Shoot,1.47,10.8,0,52.9,1.47,16.7,52.9,2,100.0,15,46.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.33,1.9,1,100.0,2.0,2.0,100.0,2,100.0,0,N/A,0.0,1.8,N/A,0,N/A,0,N/A
Cutting,1.0,2.5,1,66.7,1.33,2.9,100.0,2,100.0,0,N/A,0.0,1.8,0.0,0,N/A,1,0.0
Off. Rebounds,1.29,7.4,0,55.6,1.24,9.5,57.1,7,57.1,0,N/A,1.5,3.6,50.0,1,0.0,1,100.0
TOTAL,1.27,157,5.1,55.5,1.28,65.0,54.9,60,58.3,31,48.4,1.26,35.0,56.5,22,63.6,24,50.0
