,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.23,23.4,9,59.5,1.18,16.9,57.9,14,64.3,5,40.0,1.29,37.4,60.9,9,88.9,14,42.9
PNR Screener,0.5,1.7,0,25.0,0.5,2.4,25.0,1,100.0,3,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.25,1.7,0,50.0,3.0,0.6,100.0,0,N/A,1,100.0,0.67,3.9,33.3,1,100.0,2,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.5,0.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.5,2.6,100.0,1,100.0,1,100.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.15,30.4,8,52.5,1.14,33.1,51.2,28,67.9,15,20.0,1.21,24.7,56.2,6,66.7,10,50.0
TRANSITION,1.22,11.5,3,55.0,1.15,12.7,53.3,12,66.7,3,0.0,1.45,8.9,60.0,1,100.0,4,50.0
Attacking Closeouts,1.01,17.6,5,44.1,0.76,19.1,34.8,15,46.7,8,12.5,1.73,14.3,63.6,2,100.0,9,55.6
Catch & Shoot,1.0,5.0,0,33.3,1.0,7.3,33.3,0,N/A,12,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.51,2.4,0,20.0,0.67,1.8,33.3,3,33.3,0,N/A,0.35,3.7,0.0,0,N/A,2,0.0
Cutting,1.16,3.2,0,50.0,1.33,4.1,60.0,5,60.0,0,N/A,0.0,1.3,0.0,1,0.0,0,N/A
Off. Rebounds,1.89,2.8,0,83.3,1.55,2.4,66.7,3,66.7,0,N/A,2.33,3.9,100.0,2,100.0,1,100.0
TOTAL,1.16,242,10.3,51.5,1.07,68.2,47.7,81,61.7,47,23.4,1.34,31.8,59.1,23,82.6,43,46.5
