,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.77,13.5,1,33.3,1.0,11.3,42.9,2,50.0,5,40.0,0.4,20.0,20.0,1,100.0,4,0.0
PNR Screener,3.0,1.0,0,100.0,3.0,1.4,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.98,12.7,1,44.4,1.09,13.0,42.9,5,60.0,2,0.0,0.67,12.0,50.0,1,100.0,1,0.0
TRANSITION,0.95,17.6,1,40.0,0.71,13.9,25.0,4,25.0,4,25.0,1.29,28.0,57.1,3,100.0,4,25.0
Attacking Closeouts,1.62,14.8,0,66.7,1.78,11.1,71.4,5,60.0,2,100.0,1.42,25.3,60.0,2,100.0,3,33.3
Catch & Shoot,1.46,35.8,2,51.6,1.5,46.9,51.6,0,N/A,31,51.6,0.0,4.0,N/A,0,N/A,0,N/A
Off Ball Screens,3.0,1.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,4.0,100.0,0,N/A,1,100.0
Cutting,0.0,1.0,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.0,0.0,0,N/A,1,0.0
Off. Rebounds,2.03,3.6,0,100.0,2.05,3.4,100.0,2,100.0,0,N/A,2.0,4.0,100.0,1,100.0,0,N/A
TOTAL,1.28,96,5.2,50.6,1.35,74.0,50.8,18,55.6,45,48.9,1.07,26.0,50.0,8,100.0,14,21.4
