,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.67,13.2,0,88.9,2.57,11.5,85.7,0,N/A,7,85.7,3.0,28.6,100.0,0,N/A,2,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,2.9,0,0.0,0.0,3.3,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.67,8.8,0,33.3,0.67,9.8,33.3,6,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,3.0,2.9,0,100.0,3.0,3.3,100.0,0,N/A,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.06,25.1,0,40.0,1.2,21.8,50.0,6,66.7,2,0.0,0.53,53.7,0.0,0,N/A,2,0.0
Catch & Shoot,0.83,33.8,2,33.3,0.71,34.4,26.3,0,N/A,19,26.3,2.0,28.6,100.0,2,100.0,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,5.9,0,50.0,1.0,6.6,50.0,4,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.08,8.5,0,100.0,2.08,9.4,100.0,4,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.26,68,2.9,50.0,1.23,89.7,48.1,20,60.0,32,40.6,1.55,10.3,66.7,2,100.0,4,50.0
