,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.18,26.2,2,53.3,1.23,23.6,54.5,3,66.7,8,50.0,1.0,40.0,50.0,3,66.7,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.67,18.3,0,18.2,0.75,14.5,25.0,0,N/A,8,25.0,0.52,38.8,0.0,2,0.0,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,4.6,0,0.0,0.0,5.5,0.0,1,0.0,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,2.05,13.5,0,100.0,2.06,14.1,100.0,5,100.0,1,100.0,2.0,10.0,100.0,1,100.0,0,N/A
Attacking Closeouts,1.23,7.5,1,66.7,1.23,8.9,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.48,19.8,0,50.0,1.5,21.8,50.0,0,N/A,12,50.0,1.14,8.8,N/A,0,N/A,0,N/A
Off Ball Screens,0.33,9.2,0,16.7,0.33,10.9,16.7,1,100.0,5,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.14,1.4,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,1.14,8.8,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,1.5,0,0.0,0.0,1.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.12,65,4.6,44.8,1.15,84.6,46.0,14,71.4,36,36.1,0.94,15.4,37.5,6,50.0,2,0.0
